username,name,likes_count,urls,mentions,tweet,photos,replies_count,retweets_count,link,quote_url,video,hashtag,hashtag_count,Categories,clean
mriwan01296554,MR IWAN,1,[],[],@MCAOps @budiira88 #WelcomeBackHRS,[],0,0,https://twitter.com/MRIWAN01296554/status/1326038863555436544,,0,['welcomebackhrs'],1,Buzzer,mcaops budiira welcomebackhrs
rahmanalfarizy,Rahmanalfarizy,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/rahmanalfarizy/status/1326038833704493056,https://twitter.com/harychandra091/status/1325982828966813696,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
agus_solikhin_d,Agus Solikhin Dulhadi,0,[],[],@utuntauk #WelcomeBackIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/Agus_Solikhin_D/status/1326038749642285056,,0,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs']",3,Buzzer,utuntauk welcomebackibhrs welcomehomehrs welcomebackhrs
zzzct,Fifi72,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/zzzct/status/1326038493609431041,,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
heyhuu_,sucks,0,[],[],@ResttyCayah ahlan wasahlan wamarhaban yaa habibana #WelcomeBackHRS,[],0,0,https://twitter.com/heyhuu_/status/1326038327171055617,,0,['welcomebackhrs'],1,Buzzer,resttycayah ahlan wasahlan wamarhaban habibana welcomebackhrs
kusnosu55458826,mbah gumbreg,1,[],[],Karisma habibana yg luar biasa   #WelcomeHomeHRS  #WelcomeBackHRS  #AhlanWaSahlanIBHRS  https://t.co/e2m1cbRgGV,['https://pbs.twimg.com/media/EmcIhyCVoAAcvU2.jpg'],0,0,https://twitter.com/KusnoSu55458826/status/1326038284498137088,,1,"['welcomehomehrs', 'welcomebackhrs', 'ahlanwasahlanibhrs']",3,Buzzer,karisma habibana luar biasa welcomehomehrs welcomebackhrs ahlanwasahlanibhrs https t co e m cbrggv
adhe_cj,#dungudistancing,2,[],[],"@Jackgobang @AnakKolong_ Mungkin dulu dia pernah di gruduk fpi lagi mesum atau judi, mknya dendam kesumat😩 #WelcomeBackHRS",[],1,0,https://twitter.com/adhe_cj/status/1326037954599350274,,0,['welcomebackhrs'],1,Buzzer,jackgobang anakkolong mungkin pernah gruduk fpi mesum judi mknya dendam kesumat welcomebackhrs
radiefrmdna_,Radief Ramadhana,0,[],[],"@N_ShaniJKT48 Iyaa, Hari ini aku bahagia banget karena Habibana Rizieq Syihab telah kembali #WelcomeBackHRS",[],0,0,https://twitter.com/radiefrmdna_/status/1326037951831109634,,0,['welcomebackhrs'],1,Buzzer,n shanijkt iyaa hari bahagia banget habibana rizieq syihab welcomebackhrs
ordinarywarri0r,AL,0,[],[],"@DukeCondet Ahlan wasahlan, marhaban ya habib!  #WelcomeHomeHRS  #WelcomeBackHRS",[],0,0,https://twitter.com/ordinarywarri0r/status/1326037874957983745,,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,dukecondet ahlan wasahlan marhaban habib welcomehomehrs welcomebackhrs
nurul_a_nabila,NURUL AINI NABILA,1,[],[],"@__k1n9f4ty12a7a @Addarul1 Ada yg takut, namun secara tak langsung ikut menyambut wkwk. #WelcomeBackHRS",[],0,0,https://twitter.com/nurul_a_nabila/status/1326037699585662977,,0,['welcomebackhrs'],1,Buzzer,k n f ty a a addarul takut tak ikut menyambut wkwk welcomebackhrs
auliafauziyah20,Aulia Fauziyah,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/auliafauziyah20/status/1326037602449850368,https://twitter.com/ResttyCayah/status/1326036849920409600,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
74y_v,V 74y M4n,0,[],[],❤❤❤ IBU ... #WelcomeBackHRS,[],0,0,https://twitter.com/74y_v/status/1326037561471508480,https://twitter.com/CintaNKRI08/status/1326028078603251712,0,['welcomebackhrs'],1,Buzzer,ibu welcomebackhrs
achmad_kent,KIPPALOOP,1,[],[],#WelcomeHomeHRS  #SambutHRS  #WelcombackIBHRS  #WelcomeBackHRS  #SelamatDatangHabibana,[],0,0,https://twitter.com/achmad_kent/status/1326037080267321344,https://twitter.com/Semut_Ibrahim_/status/1326009355297124353,0,"['welcomehomehrs', 'sambuthrs', 'welcombackibhrs', 'welcomebackhrs', 'selamatdatanghabibana']",5,Buzzer,welcomehomehrs sambuthrs welcombackibhrs welcomebackhrs selamatdatanghabibana
cimol79,cimol,0,[],[],@MaspiyuO #WelcomeBackHRS  #WelcomeBackIBHRS,[],0,0,https://twitter.com/cimol79/status/1326036997740195842,,0,"['welcomebackhrs', 'welcomebackibhrs']",2,Buzzer,maspiyuo welcomebackhrs welcomebackibhrs
reza_eja12,Fahreza A S,1,[],[],Selamat Datang Imam Besar Umat Islam Indonesia.  #WelcomeHomeHRS #WelcomeBackHRS #WelcomeBackIBHRS,[],0,0,https://twitter.com/reza_eja12/status/1326036986738532352,https://twitter.com/MaspiyuO/status/1325970418902069249,0,"['welcomehomehrs', 'welcomebackhrs', 'welcomebackibhrs']",3,Buzzer,selamat datang imam besar umat islam indonesia welcomehomehrs welcomebackhrs welcomebackibhrs
_publicservice,Public~Service®,5,[],[],Bukti Bukan Janji📣 ➖ Bermartabat adl Hak Muslim yg Hrs Selalu di Jaga🙏 ➖ #AhlanWaSahlanIBHRS #IBHRSBangkitkanGhirahUmat #WelcomeBackIBHRS  #WelcomeBackHRS #WelcombackIBHRS #SambutHRS #WelcomeHomeHRS #HariPahlawan2020 #HariPahlawanNasional #IBHRS_SpiritUmat #habibrizieqsyihab,[],0,0,https://twitter.com/_PublicService/status/1326036813274779652,https://twitter.com/RestyLeseh/status/1326032876723339265,0,"['ahlanwasahlanibhrs', 'ibhrsbangkitkanghirahumat', 'welcomebackibhrs', 'welcomebackhrs', 'welcombackibhrs', 'sambuthrs', 'welcomehomehrs', 'haripahlawan2020', 'haripahlawannasional', 'ibhrs_spiritumat', 'habibrizieqsyihab']",11,Buzzer,bukti bukan janji bermartabat adl hak muslim hrs selalu jaga ahlanwasahlanibhrs ibhrsbangkitkanghirahumat welcomebackibhrs welcomebackhrs welcombackibhrs sambuthrs welcomehomehrs haripahlawan haripahlawannasional ibhrs spiritumat habibrizieqsyihab
achmad_kent,KIPPALOOP,1,[],[],#WelcomeHomeHRS  #WelcomeBackIBHRS  #WelcomeBackHRS  #SelamatDatangHabibana,[],0,0,https://twitter.com/achmad_kent/status/1326036702343802880,https://twitter.com/LisaAmartatara3/status/1326032788177395712,0,"['welcomehomehrs', 'welcomebackibhrs', 'welcomebackhrs', 'selamatdatanghabibana']",4,Buzzer,welcomehomehrs welcomebackibhrs welcomebackhrs selamatdatanghabibana
mriwan01296554,MR IWAN,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/MRIWAN01296554/status/1326036701391810560,https://twitter.com/ResttyCayah/status/1326013180531781632,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
abee_cg,AbeeCG,1,[],[],#selamatharipahlawan #WelcomeHomeHRS #WelcomeBackHRS #WelcomeBackIBHRS AllahuAkbar 3x  https://t.co/sCQ8ev3OQz,['https://pbs.twimg.com/media/EmcGrj8U4AIyVsR.jpg'],0,0,https://twitter.com/abee_cg/status/1326035964037275648,,1,"['selamatharipahlawan', 'welcomehomehrs', 'welcomebackhrs', 'welcomebackibhrs']",4,Buzzer,selamatharipahlawan welcomehomehrs welcomebackhrs welcomebackibhrs allahuakbar x https t co scq ev oqz
mwardiyo,Mazbenk bin wardiyo,0,[],[],#AhlanWaSahlanIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS   😍,[],0,0,https://twitter.com/MWardiyo/status/1326035893694521344,https://twitter.com/LisaAmartatara3/status/1326032788177395712,0,"['ahlanwasahlanibhrs', 'welcomehomehrs', 'welcomebackhrs']",3,Buzzer,ahlanwasahlanibhrs welcomehomehrs welcomebackhrs
mriwan01296554,MR IWAN,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/MRIWAN01296554/status/1326035236707295233,https://twitter.com/Hilmi28/status/1326015189053927425,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
beritadekhocom,wwwberitadekhocom,0,['http://superdamai-212.blogspot.com/2020/11/ini-logo-partai-ummat-yang-baru.html'],[],@QaillaAsyiqah Selamat atas peluncuran logo #PartaiUmmat #AmienRais di momen #WelcomeBackIBHRS #HariPahlawanNasional #WelcomeBackHRS #SelamatDatangHabibana #selamatharipahlawan #PahlawanSatukanBangsa #PahlawankuSepanjangMasa  #AhlanWaSahlanIBHRS  #BirokrasiBebasPungli   https://t.co/iC6u2jytzV  https://t.co/zH73G9w66G,['https://pbs.twimg.com/media/EmcF1CvU0AAiFQv.jpg'],0,0,https://twitter.com/BeritaDekhoCom/status/1326035026576773122,,1,"['partaiummat', 'amienrais', 'welcomebackibhrs', 'haripahlawannasional', 'welcomebackhrs', 'selamatdatanghabibana', 'selamatharipahlawan', 'pahlawansatukanbangsa', 'pahlawankusepanjangmasa', 'ahlanwasahlanibhrs', 'birokrasibebaspungli']",11,Buzzer,qaillaasyiqah selamat atas peluncuran logo partaiummat amienrais momen welcomebackibhrs haripahlawannasional welcomebackhrs selamatdatanghabibana selamatharipahlawan pahlawansatukanbangsa pahlawankusepanjangmasa ahlanwasahlanibhrs birokrasibebaspungli https t co ic u jytzv https t co zh g w g
ahmadi_didit,Ahmadi Didit,0,[],[],#WelcomeHomeHRS  #WelcomeBackHRS  #AhlanWaSahlanIBHRS,[],0,0,https://twitter.com/ahmadi_didit/status/1326035012165136384,https://twitter.com/Toperendusara1/status/1326025559147606017,0,"['welcomehomehrs', 'welcomebackhrs', 'ahlanwasahlanibhrs']",3,Buzzer,welcomehomehrs welcomebackhrs ahlanwasahlanibhrs
ahmadi_didit,Ahmadi Didit,0,[],[],#WelcomeHomeHRS  #WelcomeBackHRS  #AhlanWaSahlanIBHRS,[],0,0,https://twitter.com/ahmadi_didit/status/1326034831084408833,https://twitter.com/RestyLeseh/status/1325998167129612288,0,"['welcomehomehrs', 'welcomebackhrs', 'ahlanwasahlanibhrs']",3,Buzzer,welcomehomehrs welcomebackhrs ahlanwasahlanibhrs
e6acb0a4004e4a2,M Andy Perdana,0,[],[],Ahlan Wa Sahlan...  #WelcomeHomeHRS  #WelcomeBackHRS  https://t.co/H9gjgcXP1S,[],0,0,https://twitter.com/e6acb0a4004e4a2/status/1326034796183605249,,1,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,ahlan wa sahlan welcomehomehrs welcomebackhrs https t co h gjgcxp s
mriwan01296554,MR IWAN,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/MRIWAN01296554/status/1326034531682574337,https://twitter.com/Urang_Batak/status/1326000836753809408,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
wahyuprizuardi,Wahyu Prizuardi,0,[],[],#WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/WahyuPrizuardi/status/1326034498031558656,https://twitter.com/DukeCondet/status/1325949858730045440,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,welcomehomehrs welcomebackhrs
wasit26,➰BRUDU INSYAF..,1,[],[],#WelcomeBackIBHRS  #WelcomeBackHRS  #WelcomeHomeHRS,[],0,0,https://twitter.com/wasit26/status/1326034304032333824,https://twitter.com/geloraco/status/1326033185860317187,0,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs']",3,Buzzer,welcomebackibhrs welcomebackhrs welcomehomehrs
arojudin,R_JN,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/ARojudin/status/1326033679164977153,https://twitter.com/MaspiyuO/status/1325970418902069249,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
fajrinb,fajri pelu,0,[],[],#WelcomeBackIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS  Ahlan wa sahlan yaa Habibana,[],0,0,https://twitter.com/fajriNB/status/1326033490853257217,,0,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs']",3,Buzzer,welcomebackibhrs welcomehomehrs welcomebackhrs ahlan wa sahlan habibana
arojudin,R_JN,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/ARojudin/status/1326033304412332034,https://twitter.com/ResttyCayah/status/1325988285055791106,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
antontanah,Anton Tanah Abang,4,[],[],"Twips, ganti tagar kalian jadi;  #WelcomeHomeHRS  dan..  #WelcomeBackHRS   Tagar yg dari semalem udeh diumpetin dari Trending Topic ama twitter Indonesia.  Terusin ye! Allahuakbar!! ✊🏼",[],0,1,https://twitter.com/AntonTanah/status/1326033295818203136,,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,twips ganti tagar kalian welcomehomehrs welcomebackhrs tagar semalem udeh diumpetin trending topic ama twitter indonesia terusin ye allahuakbar
arojudin,R_JN,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/ARojudin/status/1326033151647383553,https://twitter.com/fenni_rosa/status/1325978487799177217,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
ayah_fazril,пɔıпsчαмsυɔıп,2,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/ayah_fazril/status/1326033135121862657,https://twitter.com/marlina_idha/status/1326012444699848705,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
fauzialfaridi,Ahmad Fauzi Al-Faridi,2,[],[],#WelcomeBackIBHRS #WelcomeBackHRS #WelcomeHomeHRS  Shollu 'alannabi Muhammad.. 🥰😍  https://t.co/1g9oUgYRat,[],0,0,https://twitter.com/fauzialfaridi/status/1326032759890997249,,1,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs']",3,Buzzer,welcomebackibhrs welcomebackhrs welcomehomehrs shollu alannabi muhammad https t co g ougyrat
kukuhsetiawann1,Kawulo alit,0,[],[],Alhamdulillah... basmi kezaliman #WelcomeBackHRS  #WelcomeHomeHRS,[],0,0,https://twitter.com/KukuhSetiawanN1/status/1326032659269607428,https://twitter.com/kodimbardo1/status/1325976164200951808,0,"['welcomebackhrs', 'welcomehomehrs']",2,Buzzer,alhamdulillah basmi kezaliman welcomebackhrs welcomehomehrs
setiaonetia,SetiaOne abah,0,[],[],@Hilmi28 #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/SetiaoneTia/status/1326032644358905856,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,hilmi welcomebackhrs welcomebackhrs
setiaonetia,SetiaOne abah,0,[],[],"@utuntauk Baarokallohu fikum,  #WelcomeBackHRS  #WelcomeBackHRS",[],0,0,https://twitter.com/SetiaoneTia/status/1326032272244420608,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,utuntauk baarokallohu fikum welcomebackhrs welcomebackhrs
haikalzamzami3,Cahaya Langit,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/HaikalZamzami3/status/1326032235263217666,https://twitter.com/KING__VADUKA/status/1326024361560530944,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
ku_dhelbaron,Dell Baron,0,[],[],@_KingPurwa #WelcomeBackIBHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/ku_dhelbaron/status/1326032174886215681,,0,"['welcomebackibhrs', 'welcomebackhrs']",2,Buzzer,kingpurwa welcomebackibhrs welcomebackhrs
mr_bunjiro,Mr. Bunjiro Santo,0,[],[],Merinding liatnya #WelcomeBackHRS,[],0,0,https://twitter.com/Mr_Bunjiro/status/1326032144179752960,https://twitter.com/fenni_rosa/status/1325978487799177217,0,['welcomebackhrs'],1,Buzzer,merinding liatnya welcomebackhrs
ikanouve1,Ahliya-nya Mardiyono,0,[],[],#WelcomeHomeHRS #WelcomeBackHRS,[],0,0,https://twitter.com/ikanouve1/status/1326032141910638593,https://twitter.com/DukeCondet/status/1325949858730045440,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,welcomehomehrs welcomebackhrs
setiaonetia,SetiaOne abah,0,[],[],@satire_tan_mark Mantaffff 👍 #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/SetiaoneTia/status/1326031669476814850,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,satire tan mark mantaffff welcomebackhrs welcomebackhrs
abii_zen,Zen,1,[],[],#AhlanWaSahlanIBHRS #WelcomeHomeHRS #HariPahlawan2020 #WelcomeBackHRS,[],0,0,https://twitter.com/abii_zen/status/1326031486336684033,https://twitter.com/sarina_cut/status/1325997660176850950,0,"['ahlanwasahlanibhrs', 'welcomehomehrs', 'haripahlawan2020', 'welcomebackhrs']",4,Buzzer,ahlanwasahlanibhrs welcomehomehrs haripahlawan welcomebackhrs
iqbalvanilla,Iqbal Adam,0,[],[],Selamat Hari Pahlawan. #WelcomeBackIBHRS #WelcomeHomeHRS #WelcomeBackHRS,[],0,0,https://twitter.com/iqbalvanilla/status/1326031230345732096,https://twitter.com/hnurwahid/status/1326005693225160704,0,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs']",3,Buzzer,selamat hari pahlawan welcomebackibhrs welcomehomehrs welcomebackhrs
hadischeider,Hadi Scheider,0,[],[],@FirzaHusain #WelcomeHomeHRS  #WelcomeBackIBHRS  #WelcomeBackHRS  #WelcomeBackIBHRS,[],0,0,https://twitter.com/HadiScheider/status/1326030811087339520,,0,"['welcomehomehrs', 'welcomebackibhrs', 'welcomebackhrs', 'welcomebackibhrs']",4,Buzzer,firzahusain welcomehomehrs welcomebackibhrs welcomebackhrs welcomebackibhrs
hendracahya,Bela Agama dan Ulama,2,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/hendracahya/status/1326030654560116739,https://twitter.com/M_Asmara1701/status/1325942904561393666,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
gis_a_man_djiwo,GIS A Man Djiwo,0,[],[],@batasnaluri اَللَّهُمَّ صَلِّ عَلٰى سَيِّدِنَا مُحَمَّدٍ وَعَلٰى اٰلِ سَيِّدِنَا مُحَمَّدٍ   #WelcomeBackHRS,[],0,0,https://twitter.com/GIS_A_Man_Djiwo/status/1326030601191763970,,0,['welcomebackhrs'],1,Buzzer,batasnaluri welcomebackhrs
hendracahya,Bela Agama dan Ulama,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/hendracahya/status/1326030512960385025,https://twitter.com/U_y_o_k/status/1326011882172370944,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
maspram_bwi,Koki Keluarga,2,[],[],"Wahai para CEBI yang aku sayangi, kalian kompak bener... Salut gw.  Pada lemes belum makan nasi bungkus ya? Oiya dapet bayaran berapa dari junjungan kalian?  Jangan lupa sedekah ya, biar gak usah lama"" jadi BuzzeRp-nya.  #WelcomeBackIBHRS #WelcomeHomeHRS  #WelcomeBackHRS  https://t.co/ewwfhoF4CA","['https://pbs.twimg.com/media/EmcBaGoU8AASwO6.jpg', 'https://pbs.twimg.com/media/EmcBbnvUYAEUJzF.jpg', 'https://pbs.twimg.com/media/EmcBcsYUcAE5ZJY.jpg']",0,0,https://twitter.com/MasPram_Bwi/status/1326030212635611136,,1,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs']",3,Buzzer,wahai cebi sayangi kalian kompak bener salut lemes makan nasi bungkus oiya dapet bayaran berapa junjungan kalian jangan lupa sedekah usah lama buzzerp welcomebackibhrs welcomehomehrs welcomebackhrs https t co ewwfhof ca
fathul_young,Fathul Bahri,0,[],[],Ahlan wa wasahlah ya habibana Rizieq Shihab.  #WelcomeBackHRS #WelcomeHomeHRS #WelcomeBackIBHRS,[],0,0,https://twitter.com/fathul_young/status/1326029958313963520,,0,"['welcomebackhrs', 'welcomehomehrs', 'welcomebackibhrs']",3,Buzzer,ahlan wa wasahlah habibana rizieq shihab welcomebackhrs welcomehomehrs welcomebackibhrs
yandrad31,yandraAsril,8,[],[],@Dennysiregar7 Ahlan wa Sahlan IB-HRS  #WelcomeBackHRS  #WelcomeBackHRS  https://t.co/6Tsr1AbAhW,[],0,1,https://twitter.com/YandraD31/status/1326029864609046528,,1,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,dennysiregar ahlan wa sahlan ib hrs welcomebackhrs welcomebackhrs https t co tsr abahw
buffer2014,blackcat,0,[],[],Allaahu Akbar..!!!  #WelcomeBackIBHRS  #WelcomeBackHRS   #WelcomeHomeHRS,[],0,0,https://twitter.com/buffer2014/status/1326029724200529920,https://twitter.com/U_y_o_k/status/1326011882172370944,0,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs']",3,Buzzer,allaahu akbar welcomebackibhrs welcomebackhrs welcomehomehrs
buffer2014,blackcat,0,[],[],masya Allaah..  #WelcomeBackIBHRS  #WelcomeBackHRS   #WelcomeHomeHRS,[],0,0,https://twitter.com/buffer2014/status/1326029341696749568,https://twitter.com/fenni_rosa/status/1325978487799177217,0,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs']",3,Buzzer,masya allaah welcomebackibhrs welcomebackhrs welcomehomehrs
laskarcikeas,Front Pembela Cikeas,14,[],[],Wow...Avikaaaa ada yang baru nihhhh #WelcomeBackHRS #UsirProvokator #AHYHRS2024  https://t.co/QxUyUycOz0,['https://pbs.twimg.com/media/EmcAM6DXcAAjjIp.jpg'],1,8,https://twitter.com/LaskarCikeas/status/1326029302740131840,,1,"['welcomebackhrs', 'usirprovokator', 'ahyhrs2024']",3,Buzzer,wow avikaaaa baru nihhhh welcomebackhrs usirprovokator ahyhrs https t co qxuyuycoz
mahadikurnia,Ribath,0,[],[],#AhlanWaSahlanIBHRS  #AhlanWaSahlanIBHRS #WelcomeBackHRS,[],0,0,https://twitter.com/mahadikurnia/status/1326029196913643522,,0,"['ahlanwasahlanibhrs', 'ahlanwasahlanibhrs', 'welcomebackhrs']",3,Buzzer,ahlanwasahlanibhrs ahlanwasahlanibhrs welcomebackhrs
buffer2014,blackcat,1,[],[],#WelcomeBackIBHRS  #WelcomeBackHRS   #WelcomeHomeHRS,[],0,0,https://twitter.com/buffer2014/status/1326029111618273281,https://twitter.com/Semut_Ibrahim_/status/1326009355297124353,0,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs']",3,Buzzer,welcomebackibhrs welcomebackhrs welcomehomehrs
buffer2014,blackcat,0,[],[],wahh.. para petugas pun menyambut.. masya Allaah...  #WelcomeBackIBHRS  #WelcomeBackHRS   #WelcomeHomeHRS  Allaahu Akbar!!!.. terhura nih.. eh terharu..,[],0,0,https://twitter.com/buffer2014/status/1326028967988523008,https://twitter.com/SkullMadness77/status/1326004864153874432,0,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs']",3,Buzzer,wahh petugas menyambut masya allaah welcomebackibhrs welcomebackhrs welcomehomehrs allaahu akbar terhura nih eh terharu
elmygitaa,el el,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/elmygitaa/status/1326028896421044230,https://twitter.com/DPPFPI_ID/status/1325793503981395969,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
setiaonetia,SetiaOne abah,0,[],[],@Darkah_Back #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/SetiaoneTia/status/1326028807489290240,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,darkah back welcomebackhrs welcomebackhrs
buffer2014,blackcat,10,[],[],#WelcomeBackIBHRS  #WelcomeBackHRS   #WelcomeHomeHRS,[],1,3,https://twitter.com/buffer2014/status/1326028749645639680,https://twitter.com/ThewercokBucin/status/1326016549216423936,0,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs']",3,Buzzer,welcomebackibhrs welcomebackhrs welcomehomehrs
buffer2014,blackcat,0,[],[],#WelcomeBackIBHRS  #WelcomeBackHRS   #WelcomeHomeHRS,[],0,0,https://twitter.com/buffer2014/status/1326028711418736641,https://twitter.com/Meerantika/status/1326003766923915266,0,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs']",3,Buzzer,welcomebackibhrs welcomebackhrs welcomehomehrs
setiaonetia,SetiaOne abah,1,[],[],"@Darkah_Back MaasyaALLOH, ini umat beriman semua insyaALLOH #WelcomeBackHRS  #WelcomeBackHRS",[],0,0,https://twitter.com/SetiaoneTia/status/1326028600907190272,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,darkah back maasyaalloh umat beriman semua insyaalloh welcomebackhrs welcomebackhrs
nurkhot81766352,Nur Khotimah,1,[],[],@kebabturkey_ #WelcomeBackIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS,[],1,0,https://twitter.com/NurKhot81766352/status/1326028556741214209,,0,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs']",3,Buzzer,kebabturkey welcomebackibhrs welcomehomehrs welcomebackhrs
hendraarjenita,Hendraarjenita,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/hendraarjenita/status/1326028450667192321,,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
setiaonetia,SetiaOne abah,0,[],[],@Darkah_Back #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/SetiaoneTia/status/1326028441381036032,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,darkah back welcomebackhrs welcomebackhrs
d_militan,Didik D Bennington,0,[],[],#WelcomeBackHRS  Semakin kejang-kejang dah ebong mania,[],0,0,https://twitter.com/d_militan/status/1326028419767947265,https://twitter.com/U_y_o_k/status/1326011882172370944,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs semakin kejang kejang ebong mania
setiaonetia,SetiaOne abah,0,[],[],@Darkah_Back #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/SetiaoneTia/status/1326027901322493952,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,darkah back welcomebackhrs welcomebackhrs
zerda271,AZM,1,[],[],Selamat datang pahlawan pemersatu umat 🔥🔥🔥  #WelcomeHomeHRS  #SambutHRS  #WelcomeBackHRS  #AhlanWaSahlanIBHRS  https://t.co/kYsW3wDxPa,[],0,0,https://twitter.com/zerda271/status/1326027225448112135,,1,"['welcomehomehrs', 'sambuthrs', 'welcomebackhrs', 'ahlanwasahlanibhrs']",4,Buzzer,selamat datang pahlawan pemersatu umat welcomehomehrs sambuthrs welcomebackhrs ahlanwasahlanibhrs https t co kysw wdxpa
raihana_wiwieal,لا اله الا الله محمد رسول الله,0,[],[],Ahlan wahsalan #WelcomeBackIBHRS #WelcomeBackHRS #WelcomeHomeHRS #WelcomeBackIBHRS,[],0,1,https://twitter.com/raihana_wiwieal/status/1326027199703470080,https://twitter.com/_KingPurwa/status/1326018462653669379,0,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs', 'welcomebackibhrs']",4,Buzzer,ahlan wahsalan welcomebackibhrs welcomebackhrs welcomehomehrs welcomebackibhrs
ridhorizki_02,Petani,2,[],[],MaasyaAllah  #WelcomeHomeHRS  #WelcomeBackHRS  #WelcomeBackIBHRS  #SelamatDatangHabibana,[],0,0,https://twitter.com/ridhorizki_02/status/1326026735620509697,https://twitter.com/QaillaAsyiqah/status/1325999478726406155,0,"['welcomehomehrs', 'welcomebackhrs', 'welcomebackibhrs', 'selamatdatanghabibana']",4,Buzzer,maasyaallah welcomehomehrs welcomebackhrs welcomebackibhrs selamatdatanghabibana
_go_ne_,Gone,0,[],[],@Kanseulir Mungkin maksudnya guru2 darul Qur'an?  #WelcomeBackIBHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/_go_ne_/status/1326026376890085376,,0,"['welcomebackibhrs', 'welcomebackhrs']",2,Buzzer,kanseulir mungkin maksudnya guru darul qur an welcomebackibhrs welcomebackhrs
