,username,name,likes_count,urls,mentions,tweet,photos,replies_count,retweets_count,link,quote_url,video,new_date,new_time,hashtag,hashtag_count,Categories
171,achakaduth,achakaduth,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/achakaduth/status/1326072644773400576,https://twitter.com/DPPFPI_ID/status/1325793503981395969,0,2020-11-10 00:00:00,15:02:10,['welcomebackhrs'],1,Buzzer
172,achakaduth,achakaduth,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/achakaduth/status/1326072296902029312,https://twitter.com/ThewercokBucin/status/1326020997816885248,0,2020-11-10 00:00:00,15:00:47,['welcomebackhrs'],1,Buzzer
173,katakitatweet,KataKita,123,[],[],Oh ini ya contoh revolusi akhlaknya Jik? wkwkw ..  #ApaKabarFirzaHusein #WelcomeFirzaHusein #WelcomeBackHRS #WelcomeHomeHRS  https://t.co/FzBRbs6VTc,"['https://pbs.twimg.com/media/EmcmZmKVoAEO6QC.jpg', 'https://pbs.twimg.com/media/EmcmZ39VgAAp4_0.jpg', 'https://pbs.twimg.com/media/EmcmaG0UYAEaJYO.jpg']",24,22,https://twitter.com/katakitatweet/status/1326070850991349761,,1,2020-11-10 00:00:00,14:55:02,"['apakabarfirzahusein', 'welcomefirzahusein', 'welcomebackhrs', 'welcomehomehrs']",4,Buzzer
174,wahyu_djanti88,Wahyu Djanti88 no DM,0,[],[],@U_y_o_k Kere sok parlente lagi sakit ati huhuhuhu.. #WelcomeBackHRS,[],0,0,https://twitter.com/wahyu_djanti88/status/1326070454285598720,,0,2020-11-10 00:00:00,14:53:28,['welcomebackhrs'],1,Buzzer
175,mfauzirizal82,Namaku Rizal,0,[],[],@U_y_o_k @sahaL_AS Nampol muka sendiri  #WelcomeBackHRS,[],0,0,https://twitter.com/mfauzirizal82/status/1326070190497439744,,0,2020-11-10 00:00:00,14:52:25,['welcomebackhrs'],1,Buzzer
176,wahyu_djanti88,Wahyu Djanti88 no DM,0,[],[],@LisaAmartatara3 Mpe lupa tagar #WelcomeBackHRS,[],0,0,https://twitter.com/wahyu_djanti88/status/1326070065427484674,,0,2020-11-10 00:00:00,14:51:55,['welcomebackhrs'],1,Buzzer
177,rock_ryu,Asep Ruhiyatudin,0,[],[],#WelcomeBackIBHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/rock_ryu/status/1326069797029732355,https://twitter.com/LisaAmartatara3/status/1326065058909102080,0,2020-11-10 00:00:00,14:50:51,"['welcomebackibhrs', 'welcomebackhrs']",2,Buzzer
178,rahmat_98,Rahmat Musa,0,[],[],"Tanggung amat, kenapa ga nulis puluhan aja min 😁  #WelcomeBackHRS  #WelcomeBackIBHRS  #IBHRSBangkitkanGhirahUmat",[],0,0,https://twitter.com/rahmat_98/status/1326069270132920321,https://twitter.com/CNNIndonesia/status/1326004150954586112,0,2020-11-10 00:00:00,14:48:45,"['welcomebackhrs', 'welcomebackibhrs', 'ibhrsbangkitkanghirahumat']",3,Buzzer
179,bombomfs1,Febriansyah Fs,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/bombomfs1/status/1326068916800516096,,0,2020-11-10 00:00:00,14:47:21,['welcomebackhrs'],1,Buzzer
180,mfauzirizal82,Namaku Rizal,1,[],[],@prisma93246654 Kasih ini aja dah  #WelcomeBackHRS  https://t.co/SjEgVBD8Ym,['https://pbs.twimg.com/media/Emcj9NbU4AAAEap.jpg'],0,0,https://twitter.com/mfauzirizal82/status/1326068152896139264,,1,2020-11-10 00:00:00,14:44:19,['welcomebackhrs'],1,Buzzer
181,ibnu_saadi,𝕴𝖇𝖓𝖚𝕾𝖆𝖆𝖉𝖎™ #SaveNKRI,0,[],[],#WelcomeBackHRS #WelcomeHomeHRS,[],0,0,https://twitter.com/Ibnu_Saadi/status/1326067770706915328,https://twitter.com/partaigeloraid/status/1326066148639563776,0,2020-11-10 00:00:00,14:42:48,"['welcomebackhrs', 'welcomehomehrs']",2,Buzzer
182,pencari_fact,Pencari Fact,0,[],[],#AhlanWasahlanIBHRS #WelcomeBackIBHRS #WelcomeBackHRS,[],0,0,https://twitter.com/pencari_fact/status/1326067704101392384,https://twitter.com/mcaops/status/1326034357044174853,0,2020-11-10 00:00:00,14:42:32,"['ahlanwasahlanibhrs', 'welcomebackibhrs', 'welcomebackhrs']",3,Buzzer
183,wahyuprizuardi,Wahyu Prizuardi,0,[],[],#WelcomeBackIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/WahyuPrizuardi/status/1326067700016189442,https://twitter.com/_KingPurwa/status/1326011238921334784,0,2020-11-10 00:00:00,14:42:31,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs']",3,Buzzer
184,farhanhisyamnau,Muhammad Farhan HN,0,[],[],[INFO UPDATE] #WelcomeHomeHRS #WelcomeBackHRS #WellcomebackIBHRS  #JagaUlama Selamat Hari Pahlawan  https://t.co/97huYBGsHj,['https://pbs.twimg.com/media/EmcjcfNU0AIizpe.jpg'],0,1,https://twitter.com/farhanhisyamnau/status/1326067590360256513,,1,2020-11-10 00:00:00,14:42:05,"['welcomehomehrs', 'welcomebackhrs', 'wellcomebackibhrs', 'jagaulama']",4,Buzzer
185,farhanhisyamnau,Muhammad Farhan HN,1,[],[],[INFO UPDATE] #WelcomeHomeHRS #WelcomeBackHRS #WellcomebackIBHRS  #JagaUlama Selamat Hari Pahlawan  https://t.co/hGafFbmQVj,['https://pbs.twimg.com/media/EmcjaRIVcAEhzZU.jpg'],0,0,https://twitter.com/farhanhisyamnau/status/1326067552049455104,,1,2020-11-10 00:00:00,14:41:56,"['welcomehomehrs', 'welcomebackhrs', 'wellcomebackibhrs', 'jagaulama']",4,Buzzer
186,_go_ne_,Gone,1,[],[],@Perantaumedan1 @Dennysiregar7 Dia sujud yg bener aja keknya gak pernah dah 🤣🤣🤣  Kapir Syiah kan dia?? Wkwkw  #WelcomeBackIBHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/_go_ne_/status/1326067513981956098,,0,2020-11-10 00:00:00,14:41:47,"['welcomebackibhrs', 'welcomebackhrs']",2,Buzzer
187,farhanhisyamnau,Muhammad Farhan HN,0,[],[],[INFO UPDATE] #WelcomeHomeHRS #WelcomeBackHRS #WellcomebackIBHRS  #JagaUlama Selamat Hari Pahlawan  https://t.co/FNn4Nnj555,['https://pbs.twimg.com/media/EmcjUmlVgAEg08g.jpg'],0,0,https://twitter.com/farhanhisyamnau/status/1326067454724829185,,1,2020-11-10 00:00:00,14:41:33,"['welcomehomehrs', 'welcomebackhrs', 'wellcomebackibhrs', 'jagaulama']",4,Buzzer
188,farhanhisyamnau,Muhammad Farhan HN,1,[],[],[INFO UPDATE] #WelcomeHomeHRS #WelcomeBackHRS #WellcomebackIBHRS  #JagaUlama Selamat Hari Pahlawan  https://t.co/Pg9UofX0aL,['https://pbs.twimg.com/media/EmcjRmYU0AAP3sp.jpg'],0,0,https://twitter.com/farhanhisyamnau/status/1326067403097137152,,1,2020-11-10 00:00:00,14:41:20,"['welcomehomehrs', 'welcomebackhrs', 'wellcomebackibhrs', 'jagaulama']",4,Buzzer
189,tholesyardi,𝐒𝐲𝐚𝐫𝐝𝐢 𝐁𝐚𝐡𝐚𝐫𝐮𝐝𝐢𝐧 𝐇𝐉™,0,[],[],Salah Satu Bukti  Kalau Korona Benar 2 hilang  #WelcomeBackHRS #WelcomeHomeHRS #WellcomebackIBHRS #WelcomeHomeHRS #WellcomebackIBHRS  #yusahin #BesokPuncak1111,[],1,0,https://twitter.com/TholeSyardi/status/1326065938802700288,,0,2020-11-10 00:00:00,14:35:31,"['welcomebackhrs', 'welcomehomehrs', 'wellcomebackibhrs', 'welcomehomehrs', 'wellcomebackibhrs', 'yusahin', 'besokpuncak1111']",7,Buzzer
190,fauzifachrizal,Fachri,0,[],[],Bismillah... #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/FauziFachrizal/status/1326065883286970369,,0,2020-11-10 00:00:00,14:35:18,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer
191,10_igun,IGUN 10,1,[],[],@abubakarsegaf #WelcomeBackHRS,[],0,0,https://twitter.com/10_igun/status/1326065784662093824,,0,2020-11-10 00:00:00,14:34:54,['welcomebackhrs'],1,Buzzer
192,sutandidj,Andie_10,0,[],[],@tvOneNews @VIVAcoid #WelcomeBackHRS,[],0,0,https://twitter.com/sutandidj/status/1326065541686071297,,0,2020-11-10 00:00:00,14:33:56,['welcomebackhrs'],1,Buzzer
193,fathranazrul,M Fathra,0,['https://m.jpnn.com/news/fenomena-habib-rizieq-prof-jimly-melontarkan-kritik-menghujam#.X6pCDdCZAK4.twitter'],[],"Fenomena Habib Rizieq, Prof Jimly Melontarkan Kritik Menghujam  #habibrizieqsyihab #WelcomeHomeHRS #WelcomeBackHRS   https://t.co/n1XPBpVlEl",[],0,0,https://twitter.com/FathraNazrul/status/1326065282968743937,,0,2020-11-10 00:00:00,14:32:55,"['habibrizieqsyihab', 'welcomehomehrs', 'welcomebackhrs']",3,Buzzer
194,hyoqay,andra buyunk hyoqay,0,[],[],Terharuu #WelcomeBackHRS #WelcomeBackHRS,[],0,0,https://twitter.com/hyoqay/status/1326065259325526016,https://twitter.com/asfairus/status/1326059770462138370,0,2020-11-10 00:00:00,14:32:49,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer
195,rusli0381,the aneuk jok,0,[],[],@LisaAmartatara3 #WelcomeBackHRS,[],0,0,https://twitter.com/rusli0381/status/1326065179197464577,,0,2020-11-10 00:00:00,14:32:30,['welcomebackhrs'],1,Buzzer
196,mochbachtiare,Cukongkrasi,0,[],[],@CNNIndonesia #WelcomeBackHRS,[],0,0,https://twitter.com/MochBachtiarE/status/1326064982048473088,,0,2020-11-10 00:00:00,14:31:43,['welcomebackhrs'],1,Buzzer
197,emhadiusman,Muhamad Usman,7,[],[],#AhlanWaSahlanIBHRS #WelcomeBackIBHRS #WelcomeHomeHRS #WelcomeBackHRS  https://t.co/pBODKxd1ck,[],0,1,https://twitter.com/EmhadiUsman/status/1326064735574392832,,1,2020-11-10 00:00:00,14:30:44,"['ahlanwasahlanibhrs', 'welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs']",4,Buzzer
198,harry_soedyanto,Always Together,0,[],[],#WelcomeBackHRS  #WelcomeHomeHRS,[],0,0,https://twitter.com/Harry_Soedyanto/status/1326064653026250752,https://twitter.com/MaspiyuO/status/1325970418902069249,0,2020-11-10 00:00:00,14:30:25,"['welcomebackhrs', 'welcomehomehrs']",2,Buzzer
199,fathranazrul,M Fathra,0,['https://m.jpnn.com/news/massa-fpi-khawatir-habib-rizieq-ditangkap-begini-cara-mereka-mengantisipasi#.X6pBPoJ1DrM.twitter'],[],"Massa FPI Khawatir Habib Rizieq Ditangkap, Begini Cara Mereka Mengantisipasi  #WelcomeHomeHRS #WelcomeBackHRS #habibrizieqsyihab   https://t.co/wbuKrop4Iy",[],0,0,https://twitter.com/FathraNazrul/status/1326064543466889218,,0,2020-11-10 00:00:00,14:29:58,"['welcomehomehrs', 'welcomebackhrs', 'habibrizieqsyihab']",3,Buzzer
200,mochbachtiare,Cukongkrasi,0,[],[],@DTanjung15 @petercumicumi @riksayuda #WelcomeBackHRS,[],0,0,https://twitter.com/MochBachtiarE/status/1326064282107224065,,0,2020-11-10 00:00:00,14:28:56,['welcomebackhrs'],1,Buzzer
201,mochbachtiare,Cukongkrasi,0,[],[],@AntonFebriyant4 @DTanjung15 @JOINLampung #WelcomeBackHRS,[],0,0,https://twitter.com/MochBachtiarE/status/1326064134161526784,,0,2020-11-10 00:00:00,14:28:21,['welcomebackhrs'],1,Buzzer
202,wirawanyoni,Angga Yoni Wirawan,0,[],[],#WelcomeHomeHRS  #WelcomeBackHRS   Revolusi Akhlak..,[],0,0,https://twitter.com/WirawanYoni/status/1326064119917633537,https://twitter.com/DukeCondet/status/1325949858730045440,0,2020-11-10 00:00:00,14:28:17,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer
203,mfauzirizal82,Namaku Rizal,0,[],[],@Tan_Markonah2 @sahaL_AS Mungkin dia fikir itu orang orangan sawah  #WelcomeBackHRS  https://t.co/pTqiPmYr03,['https://pbs.twimg.com/media/EmcgMNzU0AchD9T.jpg'],0,0,https://twitter.com/mfauzirizal82/status/1326064012526723072,,1,2020-11-10 00:00:00,14:27:52,['welcomebackhrs'],1,Buzzer
204,sueb_soleh,#WelcomeBackIBHRS #TolakOmnibuslaw,6,[],[],#WelcomeBackIBHRS #WelcomeBackHRS,[],0,0,https://twitter.com/sueb_soleh/status/1326063499269697536,https://twitter.com/ZAEffendy/status/1326050043116183552,0,2020-11-10 00:00:00,14:25:49,"['welcomebackibhrs', 'welcomebackhrs']",2,Buzzer
205,fan99780154,Fan,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/Fan99780154/status/1326063184843694080,https://twitter.com/MaspiyuO/status/1325970418902069249,0,2020-11-10 00:00:00,14:24:34,['welcomebackhrs'],1,Buzzer
206,10_igun,IGUN 10,0,[],[],@ResttyCayah #WelcomeBackHRS,[],0,0,https://twitter.com/10_igun/status/1326063180926263297,,0,2020-11-10 00:00:00,14:24:34,['welcomebackhrs'],1,Buzzer
207,hadischeider,Hadi Scheider,0,[],[],@Dennysiregar7 #WelcomeBackIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS  #WelcomeHomeIBHRS,[],0,0,https://twitter.com/HadiScheider/status/1326063175259680768,,0,2020-11-10 00:00:00,14:24:32,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs', 'welcomehomeibhrs']",4,Buzzer
208,pinokiowi,Si Kerempeng Laknat,1,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/pinokiowi/status/1326063101511258113,https://twitter.com/U_y_o_k/status/1326054904809414656,0,2020-11-10 00:00:00,14:24:15,['welcomebackhrs'],1,Buzzer
209,ang_gaang,angga gum,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/ang_gaang/status/1326062828004864000,,0,2020-11-10 00:00:00,14:23:09,['welcomebackhrs'],1,Buzzer
210,10_igun,IGUN 10,0,[],[],@MaspiyuO #WelcomeBackHRS,[],0,0,https://twitter.com/10_igun/status/1326062758194892800,,0,2020-11-10 00:00:00,14:22:53,['welcomebackhrs'],1,Buzzer
211,anommajuree,Anom Majuree,1,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/AnomMajuree/status/1326062357978644480,https://twitter.com/zarazettirazr/status/1326051419498053632,0,2020-11-10 00:00:00,14:21:17,['welcomebackhrs'],1,Buzzer
212,ahmadi_didit,Ahmadi Didit,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/ahmadi_didit/status/1326061982789742592,https://twitter.com/M_Asmara1701/status/1326041035416297473,0,2020-11-10 00:00:00,14:19:48,['welcomebackhrs'],1,Buzzer
213,ahmadi_didit,Ahmadi Didit,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/ahmadi_didit/status/1326061917492801539,https://twitter.com/KING__VADUKA/status/1326024361560530944,0,2020-11-10 00:00:00,14:19:32,['welcomebackhrs'],1,Buzzer
214,oliviatanti,Olivia Rahadi,0,[],[],@_KingPurwa #WelcomeBackHRS,[],0,0,https://twitter.com/oliviatanti/status/1326061682838315010,,0,2020-11-10 00:00:00,14:18:36,['welcomebackhrs'],1,Buzzer
215,stratevmata08,Pengagum Soeharto,0,[],[],@LisaAmartatara3 #WelcomeBackHRS,[],0,0,https://twitter.com/stratevmata08/status/1326061647199232001,,0,2020-11-10 00:00:00,14:18:28,['welcomebackhrs'],1,Buzzer
216,oliviatanti,Olivia Rahadi,0,[],[],@RestyLeseh #WelcomeBackHRS,[],0,0,https://twitter.com/oliviatanti/status/1326061539451793408,,0,2020-11-10 00:00:00,14:18:02,['welcomebackhrs'],1,Buzzer
217,arsham_habib,Abdul Halim Ali Almahdaly,0,[],[],@DPPFPI_ID 😭😭😭😭😭 #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/ARSHAM_HABIB/status/1326060868128264193,,0,2020-11-10 00:00:00,14:15:22,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer
218,akusiap65957871,Akusiapa,0,[],[],Masyaa Allah #WelcomeBackHRS,[],0,0,https://twitter.com/Akusiap65957871/status/1326060619200524288,https://twitter.com/rsubagya41/status/1326059814070312960,0,2020-11-10 00:00:00,14:14:23,['welcomebackhrs'],1,Buzzer
219,arsham_habib,Abdul Halim Ali Almahdaly,0,[],[],Ahlan Wa Sahlab Wa Marhaban. #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/ARSHAM_HABIB/status/1326060519254450176,https://twitter.com/DPPFPI_ID/status/1326060314081718272,0,2020-11-10 00:00:00,14:13:59,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer
220,arsham_habib,Abdul Halim Ali Almahdaly,0,[],[],Ahlan Wa Sahlab Wa Marhaban #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/ARSHAM_HABIB/status/1326060475176513536,https://twitter.com/DPPFPI_ID/status/1326060199090642945,0,2020-11-10 00:00:00,14:13:48,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer
221,psychop51998617,Psychopath,0,[],[],#WelcomeBackIBHRS #AhlanWaSahlanIBHRS #Pahlawan #WelcomeHomeHRS #SambutHRS #WelcomeBackHRS  https://t.co/JW5oBzFZYJ,['https://pbs.twimg.com/media/Emcc93GVMAAFX8c.jpg'],0,0,https://twitter.com/Psychop51998617/status/1326060467182170112,,1,2020-11-10 00:00:00,14:13:47,"['welcomebackibhrs', 'ahlanwasahlanibhrs', 'pahlawan', 'welcomehomehrs', 'sambuthrs', 'welcomebackhrs']",6,Buzzer
222,inlander21,Muhammad Fahri,0,[],[],Allaahuakbar.. masyaa Allaah 💞💞💞  #Merinding  #WelcomeBackHRS,[],0,0,https://twitter.com/Inlander21/status/1326060408210296832,https://twitter.com/DPPFPI_ID/status/1325901651949936642,0,2020-11-10 00:00:00,14:13:32,"['merinding', 'welcomebackhrs']",2,Buzzer
223,mochbachtiare,Cukongkrasi,0,[],[],@sahaL_AS #WelcomeBackHRS,[],0,0,https://twitter.com/MochBachtiarE/status/1326060140173221888,,0,2020-11-10 00:00:00,14:12:29,['welcomebackhrs'],1,Buzzer
224,rusli04anwar,Rusli Anwar,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/rusli04anwar/status/1326058723769348096,https://twitter.com/LisaAmartatara3/status/1326032788177395712,0,2020-11-10 00:00:00,14:06:51,['welcomebackhrs'],1,Buzzer
225,arkaanfaiq,Arkeen stone,0,[],[],#WelcomeBackHRS  #WelcomeBackHRS  #AhlanWaSahlanIBHRS,[],0,0,https://twitter.com/ArkaanFaiq/status/1326058515794833408,,0,2020-11-10 00:00:00,14:06:01,"['welcomebackhrs', 'welcomebackhrs', 'ahlanwasahlanibhrs']",3,Buzzer
226,herman19820329,Zachman,0,[],[],#WelcomeBackHRS Ahlan Wa'sahlan..,[],0,0,https://twitter.com/herman19820329/status/1326058462376177664,,0,2020-11-10 00:00:00,14:05:49,['welcomebackhrs'],1,Buzzer
227,hadischeider,Hadi Scheider,0,[],[],@kompascom #WelcomeBackIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS  #WelcomeHomeIBHRS  The best !,[],0,0,https://twitter.com/HadiScheider/status/1326058344663060481,,0,2020-11-10 00:00:00,14:05:20,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs', 'welcomehomeibhrs']",4,Buzzer
228,rusli04anwar,Rusli Anwar,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/rusli04anwar/status/1326058319451074565,https://twitter.com/MCAOps/status/1326017310746767360,0,2020-11-10 00:00:00,14:05:14,['welcomebackhrs'],1,Buzzer
229,inlander21,Muhammad Fahri,0,[],[],Allaahuakbar.. Allaahuakbar.. 💞💞  #WelcomeBackHRS,[],0,0,https://twitter.com/Inlander21/status/1326057966437425152,https://twitter.com/Hilmi28/status/1326015189053927425,0,2020-11-10 00:00:00,14:03:50,['welcomebackhrs'],1,Buzzer
230,abil_isma,abil fida ismail,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/abil_isma/status/1326057699604267008,https://twitter.com/QaillaAsyiqah/status/1325983101869318151,0,2020-11-10 00:00:00,14:02:47,['welcomebackhrs'],1,Buzzer
231,abil_isma,abil fida ismail,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/abil_isma/status/1326057644239413248,https://twitter.com/MCAOps/status/1326017310746767360,0,2020-11-10 00:00:00,14:02:34,['welcomebackhrs'],1,Buzzer
232,abil_isma,abil fida ismail,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/abil_isma/status/1326057504439103494,https://twitter.com/DPPFPI_ID/status/1325997180440641537,0,2020-11-10 00:00:00,14:02:00,['welcomebackhrs'],1,Buzzer
233,arojudin,R_JN,0,[],[],#WelcomeBackHRS selamat datang komando  https://t.co/43pCdEHVjP,['https://pbs.twimg.com/media/EmcaPTpUcAU5l6K.jpg'],0,0,https://twitter.com/ARojudin/status/1326057471450836992,,1,2020-11-10 00:00:00,14:01:52,['welcomebackhrs'],1,Buzzer
234,toni02029845,Dunia Lain,0,[],[],Rindu Habibana...#WellcomebackIBHRS  #WelcomeBackHRS  https://t.co/PvYmDea3nq,[],0,0,https://twitter.com/Toni02029845/status/1326057334146179072,,1,2020-11-10 00:00:00,14:01:20,"['wellcomebackibhrs', 'welcomebackhrs']",2,Buzzer
235,h4mz4h08,hamzah,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/h4mz4h08/status/1326057126918201344,https://twitter.com/_KingPurwa/status/1326013647387127808,0,2020-11-10 00:00:00,14:00:30,['welcomebackhrs'],1,Buzzer
236,rebahans2020,🤣,2,[],[],"@CNNIndonesia bukan bejabat atau pun petinggi negara,,  tapi yang kawal rakyat dan umat #habibrizieq  #rizieqshihab  #WelcomeHomeHRS  #WelcomeBackHRS",[],0,0,https://twitter.com/rebahans2020/status/1326057112779153408,,0,2020-11-10 00:00:00,14:00:27,"['habibrizieq', 'rizieqshihab', 'welcomehomehrs', 'welcomebackhrs']",4,Buzzer
237,hadischeider,Hadi Scheider,1,[],[],@AtikaFaya Hati2 darahtinggi kau kumat... #WelcomeBackIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS  #WelcomeHomeIBHRS,[],0,0,https://twitter.com/HadiScheider/status/1326056990758498304,,0,2020-11-10 00:00:00,13:59:58,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs', 'welcomehomeibhrs']",4,Buzzer
238,ulitrisnani,Namecannotbeblank,0,[],[],@hnurwahid @Astoeti1 @tvOneNews  memang beda 👍👍👍 #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/ulitrisnani/status/1326056696125382656,,0,2020-11-10 00:00:00,13:58:47,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer
239,toni02029845,Dunia Lain,0,[],[],@Dahnilanzar @prabowo @jokowi Ora urus..yg penting #WelcomeBackHRS,[],0,0,https://twitter.com/Toni02029845/status/1326056347490676737,,0,2020-11-10 00:00:00,13:57:24,['welcomebackhrs'],1,Buzzer
240,atenajayaa,Atenajaya🧕,0,[],[],Berapa banyak akun FB dan IG yang tumbang hari ni karena posting tentang HRS? 3 hari lagi 😜  #AhlanWaSahlanIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS  https://t.co/fLEOaaBZ0f,"['https://pbs.twimg.com/media/EmcZJfdU0AAdPbC.jpg', 'https://pbs.twimg.com/media/EmcZJteVcAAZ2_L.jpg']",0,0,https://twitter.com/Atenajayaa/status/1326056284097896455,,1,2020-11-10 00:00:00,13:57:09,"['ahlanwasahlanibhrs', 'welcomehomehrs', 'welcomebackhrs']",3,Buzzer
241,katakitatweet,KataKita,13,[],[],"Kelakuan barbar, tanggung jawab Jik .. #ApaKabarFirzaHusein #SambutHRS #WelcomeBackHRS #WelcomeHomeHRS  https://t.co/omVYfFbDVf",['https://pbs.twimg.com/media/EmcZIfLU0AAjIqM.jpg'],5,4,https://twitter.com/katakitatweet/status/1326056252636585984,,1,2020-11-10 00:00:00,13:57:02,"['apakabarfirzahusein', 'sambuthrs', 'welcomebackhrs', 'welcomehomehrs']",4,Buzzer
242,mmu_iq,Muhammad Maulana Shiddiq,4,[],[],Allahu Akbar ✊ #WelcomeBackIBHRS #WelcomeBackHRS #WelcomeHomeHRS,[],0,3,https://twitter.com/Mmu_iQ/status/1326055582621605889,https://twitter.com/elbanan2001/status/1326050171927490562,0,2020-11-10 00:00:00,13:54:22,"['welcomebackibhrs', 'welcomebackhrs', 'welcomehomehrs']",3,Buzzer
243,denditohir,Dendi Parid Tohir,0,[],[],#WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/DendiTohir/status/1326055513700921345,https://twitter.com/LisaAmartatara3/status/1326042470270955521,0,2020-11-10 00:00:00,13:54:06,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer
244,denditohir,Dendi Parid Tohir,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/DendiTohir/status/1326055206841274368,https://twitter.com/MaspiyuO/status/1326045527847264256,0,2020-11-10 00:00:00,13:52:52,['welcomebackhrs'],1,Buzzer
245,aseprus04734801,Asep Ruslan,0,[],[],@its_me_3101 @al_bukhar1 Masyaallah #WelcomeBackHRS,[],0,0,https://twitter.com/AsepRus04734801/status/1326055165724553217,,0,2020-11-10 00:00:00,13:52:43,['welcomebackhrs'],1,Buzzer
246,denditohir,Dendi Parid Tohir,0,[],[],#WelcomeHomeHRS  #SambutHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/DendiTohir/status/1326054908127141888,https://twitter.com/MCAOps/status/1326034357044174853,0,2020-11-10 00:00:00,13:51:41,"['welcomehomehrs', 'sambuthrs', 'welcomebackhrs']",3,Buzzer
247,andrearos2831,Andrea,0,[],[],#WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/andrearos2831/status/1326054770256220163,https://twitter.com/MaspiyuO/status/1326047183137697792,0,2020-11-10 00:00:00,13:51:08,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer
248,diva_acm,디바 살사빌라,0,[],[],하비바나에 다시 오신 것을 환영합니다 😁😁😁😁!!! #WelcomeBackIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS  #WelcomeHomeIBHRS  #AhlanWaSahlanIBHRS  #AhlanWaSahlan  #SelamatDatangHabibana,[],0,0,https://twitter.com/diva_acm/status/1326054605088727040,https://twitter.com/antaranews/status/1326053620639363072,0,2020-11-10 00:00:00,13:50:29,"['welcomebackibhrs', 'welcomehomehrs', 'welcomebackhrs', 'welcomehomeibhrs', 'ahlanwasahlanibhrs', 'ahlanwasahlan', 'selamatdatanghabibana']",7,Buzzer
249,boy8115,izzatul islam,1,[],[],#WelcomeBackIBHRS #WelcomeBackHRS #WelcomeBackIBHRS,[],0,0,https://twitter.com/Boy8115/status/1326054497085349888,https://twitter.com/LisaAmartatara3/status/1325976514379214849,0,2020-11-10 00:00:00,13:50:03,"['welcomebackibhrs', 'welcomebackhrs', 'welcomebackibhrs']",3,Buzzer
